BRAND NAME,PRODUCT NAME,CATEGORY,SUBCATEGORY,INGREDIENTS,NOVA Group
"Heinz, Squeaky Bean","Tomato Ketchup - Heinz - 800 ml, 910 g","Condiments,  Sauces"," Tomato Ketchup,  Groceries","tomatoes, spirit vinegar, sugar, salt, spice and herb extracts (contain celery), spice",Processed foods
Ferrero,Nutella - Ferrero - 900g,"Breakfasts,  Spreads"," Chocolate spreads,  Cocoa and hazelnuts spreads","sugar, palm oil, hazelnuts (13%), skimmed milk powder (8,7%), lean cocoa (7,4%), emulsifiers: lecithins (soy), vanillin, gluten-free",Ultra processed foods
Coca-Cola,"Coca-Cola - 1,25 l","Beverages,  Carbonated drinks"," Colas,  Sweetened beverages","carbonated water, sugar, color (caramel e150d), phosphoric acid, natural flavourings including caffeine",Ultra processed foods
Rozana,Rozana - 1 L,"Beverages,  Carbonated drinks"," Natural mineral waters,  Carbonated mineral waters",": 
                    
                    Eau minérale naturelle naturellement gazeuse (100%).",Unprocessed or minimally processed foods
Oatly!,Hafer Barista Edition - Oatly! - 1 l,"Plant-based foods and beverages,  Beverages"," Cereal-based drinks,  Oat-based drinks","German: 
                    
                    Wasser, Hafer 10%, Rapsöl, Säureregulator (Dikaliumphosphat), Mineralien (Calciumcarbonat, Kaliumiodid), Salz, Vitamine (Vitamin D2, Riboflavin, Vitamin B12)",Processed foods
Pellletin,Pain grillé Pelletier - Pellletin - 500 g,"Plant-based foods and beverages,  Plant-based foods"," Breads,  Toasts","wheat flour 97%, yeast, palm oil, glucose-fructose syrup, salt, agent flour treatment : ascorbic acid",Ultra processed foods
"Nestlé, Le chocolat",Le Choco - Nestlé - 500 g,"Beverages,  Breakfasts"," Chocolate powders,  Cocoa powder for beverages with sugar","chocolate powder 98% (sugar, cocoa), emulsifier: soy lecithin, natural flavour, cinnamon",Ultra processed foods
Harrys,American Sandwich Nature - Harrys - 550 g (14 tranches),"Plant-based foods and beverages,  Plant-based foods"," Breads,  Sliced breads","wheat flour 65%, water, sugar, rapeseed oil, salt, vinegar, yeast, flour of beans, wheat gluten, flavor (contains alcohol), extract of acerola, may contain traces of eggs, soya, milk, fruit shell, sesame seeds",Ultra processed foods
"Paysan breton, Le Fromage Fouetté Madame Loïk",Paysan Breton - Le Fromage Fouetté Madame Loïk - Nature au Sel de Guérande - 320 g,"Dairies,  Fermented foods"," Cream cheeses,  fr:Fromage fouetté","fresh cheese, guérande salt 1.1%",Processed foods
Bonne Maman,Fraise Intense - Bonne Maman - 335 g,"Plant-based foods and beverages,  Plant-based foods"," Berry jams,  Strawberry jams","strawberries, sugar, blackcant juice, concentrated lemon juice, gelling agent: fruit pectin",Ultra processed foods
Barilla,Basilica - Barilla - 400 g,"Condiments,  Sauces"," Food,  Groceries","tomato pulp 71%, tomato concentrate 13,5%, onions, sunflower oil, basil 2%, sugar, salt, natural flavor",Ultra processed foods
Lipton,Ice tea - Lipton - 1250 ml,"Beverages,  Artificially sweetened beverages"," Still soft drink with tea extract,  Still soft drink with tea extract flavoured with sugar","French: 
                    
                    Eau,sucre,fructose,acidifiants (acide citrique, acide malique),extrait de thé noir⁽¹⁾ (0,12%),jus de pêche à base de concentré (0,1%),correcteur d'acidité (citrate trisodique),arômes,antioxydant (acide ascorbique),édulcorant (Glycosides de stéviol issus de Stevia),⁽¹⁾ Certifié Rainforest Alliance.,Plus d'informations sur ra.org.,People and nature = l'humain et la nature.",Ultra processed foods
Kiri,Kiri-Käse - 144 g,"Dairies,  Fermented foods"," Käse,  Milchprodukte","pasteurized fresh milk 53% (origin: france), cream 32% (origin: france), water, milk proteins, milk mineral concentrate, lactic ferments, salt",Ultra processed foods
Lindt,Chocolat noir 47% et pointe de fleur de sel - Lindt - 100 g (10 carrés),"Snacks,  Sweet snacks"," Salted chocolates,  Salted dark chocolates","sugar, cocoa paste, cocoa butter, concentrated dairy butter, emulsifier (soy lecithin), fleur de sel 0,3%, aroma (vanilla), 
cocoa: 47% minimum",Ultra processed foods
Whole earth,Crunchy Peanut Butter - Whole earth - 454g,"Plant-based foods and beverages,  Plant-based foods"," Peanut butters,  Crunchy peanut butters","roasted  peanuts  97%, sustainable palm oil, sea salt",Processed foods
"Maribel, Lidl",Erdbeermarmelade - Maribel - 450g,"Plant-based foods and beverages,  Plant-based foods"," Marmalades,  Strawberry jams","sugar, 50% strawberries, acid: citric acid, gelling agent: pectins",Ultra processed foods
"Belin, Mondelez",Chipster - Belin - 75 g,"Snacks,  Salty snacks"," Puffed salty snacks,  Puffed salty snacks made from potato","potato flakes and starch 76,6%, palm oil, salt 3,6%, antioxidant (rosemary extract), turmeric",Processed foods
Fanta,Fanta Orange 500ml - 500 ml.,"Plant-based foods and beverages,  Beverages"," Orange soft drinks,  Sweetened beverages","carbonated water sugar orange juice from concentrate (3,7%) citrus fruits from concentrate (1,3%) acids (citric acid malic acid) vegetable extract (carrot pumpkin) sweeteners (acesulfame k sucralose) preservative (potassium sorbate) acidity regulator (sodium citrate) stabilizer (guar gum) natural orange flavoring with other natural flavoring antioxidant (absorbic acid)",Ultra processed foods
Alpro,Mango sin azúcares añadidos - Alpro - 400 g,"Plant-based foods and beverages,  Fermented foods"," Mixed fruit soy yogurts,  Tropical fruits soy yogurts","Spanish: 
                    
                    agua, mango (17,7%) (zumo a partir de concentrado (11%), fruta (6,7%), habas desoja descascarilladas (9,7%), citrato tricálcico, estabilizante (pectinas), correctores de acidez (citratos de sodio, ácido cítrico), aroma natural, almidón modificado, sal marina, antioxidantes (extracto rico en tocoferoles, ésteres ácidos grasos de ácido ascórbico), vitaminas (B2, B12, D2), extracto de calabaza, extracto de zanahorias, fermentos del yogur (S. thermophilus, L. bulgaricus). Puede contener trazas de frutos de cáscara (no cacahuetes). Naturalmente sin lactosay sin gluten.",Ultra processed foods
Hovis,Seed Sensations - Hovis - 800g,"Plant-based foods and beverages,  Plant-based foods"," Sliced breads,  Multigrain sliced breads","Wheat Flour (Calcium, Iron, Niacin, Thiamin), Water, Seed Mix 13% (Toasted Brown Linseed, Toasted Sunflower Seeds, Pumpkin Seeds, Sunflower Seeds, Millet Seeds, Golden Linseed, Poppy Seeds), Yeast, Wheat  Protein, Salt, Soya Flour, Malted Barley Flour, Granulated Sugar, Barley Flour, Preservative (E282), Caramelised Sugar, Barley Fibre, Emulsifier (E472e), Flour Treatment Agent (Ascorbic Acid).",Ultra processed foods
Rigoni Di Asiago,Nocciolata - Rigoni Di Asiago - 250g,"Breakfasts,  Spreads"," Chocolate spreads,  Cocoa and hazelnuts spreads","French: 
                    
                    Sucre brut, pâte de noisettes 18,5%, huile de tournesol, lait écrémé en poudre, cacao maigre en poudre 6,5%, beurre de cacao, émulsifiant: lécithine de soja; extrait de vanille",Ultra processed foods
Solevita,Lemon juice from concentrate - Solevita - 200 ml,"Plant-based foods and beverages,  Beverages"," Fruit juices,  Lemon juice","lemon juice from concentrate, preservative (potassium metabisulphite)",Processed foods
Lucien Georgelin,Pâte à tartiner noisette du Lot et Garonne cacao - Lucien Georgelin - 400 g,"Breakfasts,  Spreads"," Chocolate spreads,  Cocoa and hazelnuts spreads","sugar, hazel-nuts of the lot and garonne 16 %, milk powder , coconut oil, cocoa powder 7 %, rapeseed oil, emulsifier: sunflower lecithin, aroma vanilla",Ultra processed foods
Kellogg's,Corn Flakes - Kellogg's - 500g,"Plant-based foods and beverages,  Plant-based foods"," Extruded flakes,  Corn flakes","Maize, barley malt extract, sugar, salt, niacin, iron, vitamin B6, riboflavin, thiamin, folic acid, vitamin D, vitamin B12.",Processed foods
Gullón,Zero Sugar free Fibre - Gullón - 170 g,"Snacks,  Sweet snacks"," Biscuits and cakes,  Biscuits","Whole wheat flour 57,5 %, sweetener (maltitol), vegetable oil 16,5 % (sunflower high oleic), vegetable fibre 3,5 %, pea fiber 3,5 %, raising agents (sodium hydrogen carbonate and ammonium hydrogen carbonate), emulsifier (soya lecithin), salt, flavours.",Ultra processed foods
"Yoplait, Calin",Calin Extra - Yoplait - 850 g,"Dairies,  Fermented foods"," Plain fermented dairy desserts,  fr:Fromages blancs","French: 
                    
                    Lait écrémé partiellement déshydraté, lait écrémé, crème, concentre des minéraux du lait, ferments lactiques (lait), vitamines D.",Processed foods
Lu,Moelleux au chocolat🍫 noisette 🥜 - Lu - 250 g,fr:Céréales complètes,fr:Céréales complètes,"cereals 40,7 % (wheat flour 21,9 %, whole grains 16,4 % (crushed whole buckwheat 12,8 %, whole wheat flour 0,9 %, whole barley flour 0,9 %, whole spelt flour ( wheat ) 0,9 %, oatmeal 0,9 %), rice flour 2,3 %, malted wheat flour 0,1 %), sugar, rapeseed oil, modified starch, inulin, isomaltulose , humectant (glycerol), corn starch, lean cocoa powder 2,4 %,  palm oil, emulsifier (soy lecithin), bulking agent (maltitol), salt, baking powder (sodium acid carbonate), minerals (magnesium oxide, elemental iron), wheat gluten, dextrose, flavors, vitamins (vitamin b6, b9))",Ultra processed foods
"Caprice Des Dieux, Savencia",Caprice des dieux - 200 g,"Dairies,  Fermented foods"," Soft cheese with a natural rind,  Soft cheeses with washed rind","pasteurized cow's milk of france, salt, lactic ferments (milk)",Processed foods
LU,"Pim's Sinaasappel - LU - 150 g, 12 biscuits","Snacks,  Sweet snacks"," Biscuits,  Jaffa cakes","orange marmalade 41% (glucose-fructose syrup, sugar, orange pulp 4,5%, concentrated orange juice 1,4% (equivalent orange juice 7,8%), concentrated orange pulp 0,6% (orange pulp equivalent 2,6%), gelling (pectins), acidifier (citric acid), acidifier (calcium citrate, sodium citrate), natural orange aroma, thickening (xanthan gum)), chocolate 24,9% (sugar, cocoa paste, cocoa butter, vegetable fats (illip, mango, sal, shea and palm in varying proportions) ,   aroma, emulsifier (soy lecithin), lactose and milk proteins), wheat flour, sugar, eggs, glucose-fructose syrup, rapeseed oil, upright powder (ammonium acid carbonate, disodium diphosphate, sodium acid carbonate), salt, emulsifier (soy lecithin)",Ultra processed foods
Danone,SKYR - Danone - 480 g,"Dairies,  Fermented foods"," Skyrs,  Cream cheeses",": 
Lait écrémé, ferments lactiques (lait). Lait: Origine France",Processed foods
Petit Navire,Thon entier au naturel Albacore - Petit Navire - 93 g,"Seafood,  Fishes and their products"," Whole tunas,  fr:Thons albacore au naturel","French: 
Thon, eau, sel.",Processed foods
"Quaker, Muesli Croustillant",Muesli Croustillant Noix de pécan & noix du Brésil - Quaker - 500 g,"Plant-based foods and beverages,  Plant-based foods"," Cereals with nuts,  Mueslis with nuts","French: 
                    
                    AVOINE complète (60%),sirop de glucose,sucre,oligofructose,pétales de BLÉ (4%) (farine et son de BLÉ, sucre, sirop de sucre, extrait de malt d'ORGE, sel),pétales d'ORGE (3%) [ORGE, sucre, sel, extrait de malt d'ORGE, émulsifiant (mono - et diglycérides d'acides gras)],mélasse,graine de courge (2,4%),NOIX DU BRÉSIL (2,3%),NOIX DE PÉCAN (2,2%),huile de tournesol,arômes,antioxydant (tocophérol)",Ultra processed foods
Gerblé,"Biscuits pavot citron - Gerblé - 200 g, 4 sachets de 4 biscuits","Snacks,  Sweet snacks"," Biscuits and cakes,  Biscuits","French: 
                    
                    Farine de blé 58%, huile de colza, sucre de canne roux, germe de blé 5,6%, graines de pavot bleu 5%, amidon de blé, fibre de blé, fructose, citrons déshydratés 0,9%, magnésium, amidon de maïs, jus concentré de citron, sucre, arôme naturel de citron, sel de mer, poudre à lever: carbonates de sodium, vitamines (D, B6, B9, E).",Ultra processed foods
Gerblé,Goûter 4S Saveur pommes - Gerblé - 360 g,"Snacks,  Sweet snacks"," Biscuits,  Fruit biscuits","wheat flour 71.6%, rapeseed oil 16.2%, concentrated apple juice 9.4%, apple semolina 4.2% (wheat starch), barley malt extract, chicory fiber: fructooligosaccharides, rice, natural apricot flavor with other natural flavors, apple extract 0.5%, natural apple flavor with other natural flavors, baking powder: potassium carbonates, emulsifier:  rapeseed lecithins, acidifier: malic acid, oats, milk proteins, barley malt syrup, barley",Ultra processed foods
Alpro,Nature aux Amandes - Végétal soja & amande - Alpro - 500 g,"Plant-based foods and beverages,  Fermented foods"," Non-dairy fermented foods,  Non-dairy yogurts","water, shelled soybeans (7,8%), sugar, almond 1,3%, tricalcalcic citrate, stabilizer (pectin), acidity correctors (sodium citrate, citric acid), natural aroma, sea salt, antioxygens (extract rich in tocopherols, fatty acid esters of ascorbic acid), aromas, vitamins (b12, d2, e), yogurt ferments (s, thermophilus, l, bulgari)",Ultra processed foods
Gusto,Gusto classic - 85g,Pufuleți,Pufuleți,more 5 941868200087 05 pp,Processed foods
"Barilla, Mautner Markhof",BARILLA PENE ολικης - 500g,"Plant-based foods and beverages,  Plant-based foods"," Penne,  Penne rigate","100% whole durum wheat semolina, water.",Unprocessed or minimally processed foods
Lidl,Dessert Proteico - Lidl - 200 g,"Desserts,  Puddings","Desserts,  Puddings","skimmed milk, milk protein, cream (milk), modified tapioca starch, thickeners: carrageenan, sodium carboxy methyl cellulose, safflower extract, natural vanilla flavouring, natural flavouring, sweeteners: acesulfame k, sucralose, lactase",Ultra processed foods
"La Boulangère Bio, La boulangere",Pain au lait bio x8 280g - La Boulangère Bio - 280 g,"Plant-based foods and beverages,  Plant-based foods"," Viennoiseries,  Milk bread rolls","wheat flour 53%, whole eggs 12.5%, red sugar, rapeseed oil, sourdough (water, yeast, rye and malted wheat flours), skim milk powder 2.3%, yeast, wheat gluten, salt, vanilla extract, natural flavour (contains alcohol)",Ultra processed foods
"LU, Mondelez",Biscuit aux céréales et pépites de chocolat - LU - 250 g e (5 * 50 g),"Snacks,  Sweet snacks"," Snacks sucrés,  Surgelés",": 
                    
                    Céréales 43,9% farine de blé 25 %, céréales complètes 16,8 % (sarrasin complet concassé 6,5 %, gruau d'avoine 6,5 %, farine complète d'orge 1 %, farine complète d'épeautre (blé) 1%, flocons d'avoine 1 %, farine complète de blé 0,8 %), farine de riz 2 %, farine de blé malté 0,1 %, pépites de chocolat 11% [pâte de cacao, sucre, émulsifiant (lécithines de sojal, huile de colza, sucre, amidon modifié humectant (glycérol), inuline, isomaltulose****, agent de charge (maltitol), minéraux (carbonate de calcium, carbonate de magnésium, fer élémentaire), émulsifiants (lécithines de soja, E472b, E475), sirop de glucose, sel, poudre à lever (carbonates de sodium), lait écrémé en poudre, gluten de blé, dextrose, arômes. **** l'isomaltulose est une source de glucose et de fructose. um nesium",Ultra processed foods
HERTA,Jambon Le Bon Paris à l'étouffée - HERTA - 170 g,"Meats and their products,  Prepared meats"," Hams,  White hams","fresh pork ham, salt, dextrose, broth (water, salt, pork rind, onion, carrot, pork meat and bones, spices and aromatic plants, garlic), antioxidant: sodium isoascorbate, preservative: sodium nitrite",Ultra processed foods
